BRIN;VESTNR;naam;plaats;SCHOOLJAAR_2013;TOETS_2013;VERSIE_BL_2013;VERSIE_RW_2013;N_AFN_2013;N_AFN_2013_rw;N_DLN_2013;N_DLN_2013_rw;SCORE_2013;SCORE_2013_rw;SCHOOLJAAR_2012;TOETS_2012;VERSIE_BL_2012;VERSIE_RW_2012;N_AFN_2012;N_AFN_2012_rw;N_DLN_2012;N_DLN_2012_rw;SCORE_2012;SCORE_2012_rw;SCHOOLJAAR_2011;TOETS_2011;VERSIE_BL_2011;VERSIE_RW_2011;N_AFN_2011;N_AFN_2011_rw;N_DLN_2011;N_DLN_2011_rw;SCORE_2011;SCORE_2011_rw;DE_special_SCORE_2012;DE_special_SCORE_2012_rw;DE_SPECIAL_SCORE_2011;DE_SPECIAL_SCORE_2011_rw;status;gew03;gew12;ARUBA;DEMOLUKSEEILANDEN;GIEKENLAND;ITALIE;KAAPVERDIE;MAROKKO;NEDERLANDSEANTILLEN;NIETENGELSTALIGEN;PORTUGAL;SPANJE;SURINAME;TUNESIE;TURKIJE;VLUCHTELINGEN;VMLJOEGOSLAVIE;deelnaamper;waretoets;PRE_1;RES_1;verwacht;toegevoegd;waretoets1
01WQ;0,00;gereformeerde basisschool De Rank;Roden;2013,00;cito;;;5,00;;5,00;;534,50;;2012,00;cito;;;3,00;;2,00;;;;2011,00;cito;;;11,00;;11,00;;537,30;;;;;;19,26;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;94,74;0,41;0,72;-0,31;536,93;-1,24;535,68
01WR;0,00;Sterrenschool Ermelo;Ermelo;2013,00;SEO;;;6,00;;6,00;;-3,04;;2012,00;seo;;;19,00;;19,00;;-0,28;;2011,00;seo;;;10,00;;10,00;;2,39;;;;;;23,37;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,22;0,76;-0,98;537,09;-4,00;533,10
01WU;0,00;Vrije School De Regenboog;Eindhoven;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;46,00;46,00;46,00;46,00;60,70;110,50;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;46,00;46,00;46,00;46,00;;;2011,00;lvs;1998 midden;2009 midden;56,00;56,00;56,00;56,00;61,90;;6.5;2.1;;5,30;5,45;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,68;0,58;0,10;536,36;0,42;536,77
01XH;0,00;basisschool De Ammers;Groot-Ammers;2013,00;cito;;;17,00;;15,00;;539,40;;2012,00;cito;;;11,00;;11,00;;536,10;;2011,00;cito;;;15,00;;13,00;;538,50;;;;;;26,15;0,07;0,10;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;90,70;0,84;0,32;0,52;535,30;2,12;537,42
01XU;0,00;Hildegaertschool;Rotterdam;2013,00;cito;;;47,00;;47,00;;540,80;;2012,00;cito;;;54,00;;54,00;;543,70;;2011,00;cito;;;49,00;;49,00;;543,00;;;;;;24,79;0,01;0,00;0,0%;0,0%;0,0%;0,7%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;100,00;2,10;0,91;1,19;537,72;4,83;542,55
02ZF;0,00;basisschool Hendrik van Brederode;Ameide;2013,00;cito;;;9,00;;9,00;;536,10;;2012,00;cito;;;7,00;;7,00;;537,00;;2011,00;cito;;;9,00;;7,00;;535,60;;;;;;27,51;0,17;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;92,00;0,44;0,16;0,28;534,64;1,14;535,78
02ZG;0,00;Basisschool De Steenuil;Steenderen;2013,00;cito;;;6,00;;6,00;;527,70;;2012,00;cito;;;5,00;;5,00;;540,10;;2011,00;cito;;;9,00;;9,00;;531,20;;;;;;21,20;0,09;0,19;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,21;0,01;-0,22;534,04;-0,88;533,16
02ZW;0,00;Basisschool 't Schrijvertje;Apeldoorn;2013,00;cito;;;21,00;;21,00;;535,40;;2012,00;cito;;;17,00;;18,00;;533,50;;2011,00;cito;;;18,00;;18,00;;540,80;;;;;;11,85;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,63;0,61;0,02;536,50;0,08;536,57
02ZY;0,00;Gereformeerde basisschool De Wingerd;Goes;2013,00;cito;;;29,00;;29,00;;537,00;;2012,00;cito;;;27,00;;27,00;;536,30;;2011,00;cito;;;28,00;;28,00;;540,00;;;;;;17,07;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,9%;0,0%;100,00;0,93;0,64;0,29;536,60;1,17;537,77
03AG;0,00;pcbs De Hoeksteen;Velserbroek;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;25,00;25,00;25,00;25,00;63,50;113,30;2012,00;cito;;;27,00;;27,00;;539,20;;2011,00;entree;;;27,00;;26,00;;299,20;;;;;;28,80;0,08;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,0%;3,5%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,5%;98,73;1,19;0,45;0,74;535,82;3,03;538,85
03AH;0,00;Venlose Montessorischool;Venlo;2013,00;cito;;;28,00;;27,00;;530,60;;2012,00;cito;;;28,00;;28,00;;538,50;;2011,00;cito;;;19,00;;19,00;;540,10;;;;;;2,18;0,00;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;98,67;0,61;0,53;0,08;536,17;0,31;536,48
03AI;0,00;Basisschool De Kleine Prins;Doetinchem;2013,00;cito;;;13,00;;13,00;;536,40;;2012,00;cito;;;6,00;;6,00;;530,20;;2011,00;cito;;;16,00;;14,00;;536,70;;;;;;18,20;0,01;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;94,29;0,00;0,61;-0,61;536,49;-2,46;534,03
03AN;0,00;Azelo;Ambt Delden;2013,00;cito;;;6,00;;6,00;;535,20;;2012,00;cito;;;3,00;;3,00;;;;2011,00;cito;;;5,00;;5,00;;535,70;;;;;;21,55;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,3%;13,3%;0,0%;100,00;0,37;0,62;-0,25;536,53;-1,04;535,49
03AP;0,00;basisschool De Belhamel;Valkenswaard;2013,00;cito;;;18,00;;18,00;;532,30;;2012,00;cito;;;18,00;;18,00;;529,30;;2011,00;cito;;;15,00;;14,00;;535,30;;;;;;20,12;0,16;0,10;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,7%;10,9%;1,7%;0,0%;0,0%;0,0%;0,0%;0,8%;3,4%;98,04;-0,45;-0,17;-0,29;533,32;-1,16;532,16
03AX;0,00;Gereformeerde basisschool De Opbouw;Blije;2013,00;SEO;;;4,00;;4,00;;;;2012,00;seo;;;3,00;;3,00;;;;2011,00;seo;;;3,00;;3,00;;;;;;;;5,97;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;;0,60;;536,44;;
03AZ;0,00;Geref. Basisschool De Rank;Alkmaar;2013,00;cito;;;11,00;;11,00;;536,20;;2012,00;cito;;;16,00;;16,00;;538,10;;2011,00;cito;;;5,00;;4,00;;;;;;;;12,90;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,88;0,76;0,63;0,13;536,56;0,54;537,11
03BA;0,00;Basisschool Jan van Rijckenborgh;Hilversum;2013,00;cito;;;10,00;;9,00;;545,80;;2012,00;cito;;;7,00;;7,00;;540,20;;2011,00;cito;;;8,00;;8,00;;540,90;;;;;;-3,01;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,00;1,96;0,52;1,44;536,12;5,85;541,97
03BR;0,00;O.B.S. De Kring;Beek Lb;2013,00;cito;;;25,00;;25,00;;536,30;;2012,00;cito;;;33,00;;33,00;;531,40;;2011,00;cito;;;16,00;;15,00;;540,10;;;;;;18,77;0,09;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;1,9%;0,0%;1,0%;0,0%;0,0%;0,5%;0,0%;0,0%;1,9%;0,0%;98,65;0,45;0,24;0,21;534,97;0,85;535,82
03BS;0,00;basisschool Dr. M.L. King;Denekamp;2013,00;cito;;;15,00;;15,00;;537,00;;2012,00;cito;;;12,00;;12,00;;539,30;;2011,00;cito;;;16,00;;16,00;;533,10;;;;;;23,99;0,08;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;5,6%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;1,6%;100,00;0,60;0,38;0,23;535,53;0,93;536,46
03BT;0,00;Prinses Irene;Gramsbergen;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;7,00;7,00;7,00;7,00;53,90;112,60;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;8,00;8,00;8,00;8,00;;;2011,00;lvs;2010 midden;2009 midden;7,00;7,00;7,00;7,00;;;0;0;0,00;14,20;20,41;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,10;0,72;-0,62;536,92;-2,52;534,40
03BU;0,00;Basisschool Margriet;Halfweg Nh;2013,00;cito;;;13,00;;13,00;;531,80;;2012,00;cito;;;14,00;;13,00;;531,50;;2011,00;cito;;;11,00;;11,00;;533,50;;;;;;-16,81;0,11;0,11;0,0%;0,0%;0,0%;0,0%;0,0%;22,4%;0,0%;8,4%;0,0%;0,0%;4,7%;0,0%;7,5%;1,9%;0,0%;97,37;-0,47;-0,31;-0,16;532,76;-0,65;532,11
03BV;0,00;basisschool De Trumakkers;Heeze;2013,00;cito;;;23,00;;23,00;;530,80;;2012,00;cito;;;28,00;;27,00;;537,10;;2011,00;cito;;;28,00;;28,00;;535,30;;;;;;29,81;0,02;0,07;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;4,9%;0,0%;98,73;0,10;0,54;-0,44;536,22;-1,79;534,42
03BW;0,00;Basisschool De Zilverzwaan;Huissen;2013,00;cito;;;12,00;;12,00;;530,80;;2012,00;cito;;;12,00;;12,00;;532,20;;2011,00;cito;;;15,00;;13,00;;536,00;;;;;;4,82;0,08;0,12;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,5%;0,0%;0,0%;0,0%;0,0%;6,8%;1,7%;3,4%;94,87;-0,31;0,04;-0,35;534,19;-1,44;532,75
03BX;0,00;obs De Hobbitstee;Montfoort;2013,00;cito;;;22,00;;22,00;;538,60;;2012,00;cito;;;30,00;;29,00;;536,80;;2011,00;cito;;;33,00;;32,00;;537,90;;;;;;26,53;0,07;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,65;0,88;0,48;0,41;535,94;1,66;537,60
03BY;0,00;Basisschool De Wijzer;Beneden-Leeuwen;2013,00;cito;;;14,00;;14,00;;537,00;;2012,00;cito;;;20,00;;20,00;;532,00;;2011,00;cito;;;22,00;;22,00;;532,90;;;;;;19,62;0,11;0,14;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,5%;0,0%;0,0%;0,0%;0,0%;0,0%;3,0%;0,0%;100,00;-0,03;-0,03;-0,01;533,89;-0,02;533,87
03CJ;0,00;Montessorischool De Basis;Goes;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;20,00;20,00;20,00;20,00;57,00;111,00;2012,00;anders;;;-1,00;;-1,00;;;;2011,00;lvs;1998 midden;2002 midden;23,00;23,00;23,00;21,00;59,70;118,40;;;;;15,97;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,39;0,69;-0,30;536,80;-1,22;535,58
03CL;0,00;Abbs Luberti;De Koog;2013,00;cito;;;14,00;;14,00;;532,40;;2012,00;cito;;;14,00;;15,00;;532,50;;2011,00;entree;;;15,00;;15,00;;288,20;;;;;;23,26;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,35;0,65;-1,00;536,65;-4,07;532,58
03CO;0,00;De Wegwijzer;Steenwijk;2013,00;SEO;;;10,00;;10,00;;0,33;;2012,00;seo;;;9,00;;9,00;;-0,85;;2011,00;seo;;;10,00;;10,00;;1,51;;;;;;12,31;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,28;0,65;-0,37;536,66;-1,52;535,14
03CS;0,00;basisschool De Overstap;Brandwijk;2013,00;cito;;;8,00;;8,00;;534,70;;2012,00;cito;;;11,00;;11,00;;535,00;;2011,00;cito;;;4,00;;4,00;;;;;;;;25,35;0,17;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,24;0,14;0,10;534,58;0,39;534,97
03CT;0,00;basisschool De Golfslag;Domburg;2013,00;cito;;;9,00;;9,00;;533,90;;2012,00;cito;;;16,00;;15,00;;532,80;;2011,00;cito;;;13,00;;13,00;;533,00;;;;;;25,51;0,01;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,37;-0,23;0,68;-0,92;536,77;-3,72;533,05
03CU;0,00;Basisschool De Meander;Driel;2013,00;cito;;;6,00;;6,00;;533,60;;2012,00;cito;;;5,00;;5,00;;530,60;;2011,00;cito;;;11,00;;11,00;;523,30;;;;;;18,00;0,09;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-1,22;0,30;-1,52;535,23;-6,19;529,04
03CV;0,00;obs De Zwerm;Sint Maarten;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;8,00;8,00;8,00;8,00;80,30;121,40;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;8,00;8,00;8,00;8,00;;;2011,00;lvs;2010 midden;2009 midden;5,00;5,00;5,00;5,00;;;0;0;60,00;20,00;25,74;0,04;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;3,65;0,57;3,08;536,31;12,52;548,83
03CW;0,00;OBS De Apollo;Prinsenbeek;2013,00;cito;;;14,00;;14,00;;535,10;;2012,00;cito;;;10,00;;10,00;;538,70;;2011,00;cito;;;21,00;;21,00;;535,90;;;;;;16,28;0,08;0,11;0,0%;0,0%;0,0%;0,0%;0,0%;6,3%;0,6%;3,4%;0,0%;0,0%;0,0%;0,0%;4,0%;0,0%;0,6%;100,00;0,64;0,12;0,52;534,48;2,13;536,61
03CW;1,00;OBS De Vlier;Breda;2013,00;cito;;;5,00;;5,00;;523,50;;2012,00;cito;;;10,00;;10,00;;536,20;;2011,00;cito;;;5,00;;5,00;;533,40;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,68;;;;;531,24
03DF;0,00;o.b.s. Kromme Akkers;Garnwerd;2013,00;cito;;;11,00;;11,00;;537,50;;2012,00;cito;;;5,00;;5,00;;532,70;;2011,00;cito;;;5,00;;5,00;;539,50;;;;;;12,30;0,05;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,62;0,46;0,16;535,87;0,65;536,52
03DG;0,00;o.b.s. Klinkenborg;Kantens;2013,00;cito;;;9,00;;9,00;;533,30;;2012,00;cito;;;10,00;;10,00;;537,00;;2011,00;cito;;;6,00;;6,00;;540,90;;;;;;6,99;0,12;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,77;0,16;0,61;534,66;2,50;537,16
03DH;0,00;Openbare jenaplanschool De Omnibus;Baarlo Lb;2013,00;cito;;;24,00;;24,00;;534,00;;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;32,00;32,00;32,00;32,00;;;2011,00;entree;;;32,00;;30,00;;285,20;;34.299999999999997;15.6;;;22,87;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,73;0,06;0,63;-0,57;536,58;-2,32;534,25
03DJ;0,00;o.b.s. De Zeester;Vlieland;2013,00;cito;;;7,00;;7,00;;534,30;;2012,00;cito;;;20,00;;20,00;;532,50;;2011,00;cito;;;10,00;;10,00;;533,00;;;;;;30,88;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,8%;100,00;-0,19;0,88;-1,07;537,57;-4,35;533,22
03DK;0,00;Dorpsschool Vorden;Vorden;2013,00;cito;;;21,00;;20,00;;540,00;;2012,00;cito;;;9,00;;9,00;;535,10;;2011,00;cito;;;19,00;;18,00;;535,00;;;;;;24,69;0,05;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;1,8%;0,0%;95,92;0,58;0,53;0,06;536,14;0,23;536,37
03DV;0,00;obs Prins Claus;Linschoten;2013,00;cito;;;26,00;;24,00;;532,30;;2012,00;cito;;;24,00;;24,00;;533,00;;2011,00;cito;;;19,00;;19,00;;535,40;;;;;;23,79;0,01;0,05;0,0%;0,0%;0,0%;0,0%;0,0%;7,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,4%;1,0%;0,0%;97,10;-0,14;0,61;-0,76;536,50;-3,08;533,42
03DW;0,00;o.b.s. Houwingaham;Bad Nieuweschans;2013,00;cito;;;13,00;;13,00;;528,30;;2012,00;cito;;;7,00;;7,00;;530,80;;2011,00;cito;;;12,00;;11,00;;530,10;;;;;;-20,15;0,15;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;96,88;-1,09;-0,26;-0,83;532,97;-3,39;529,58
03DX;0,00;basisschool Jan Prins;Rotterdam;2013,00;cito;;;53,00;;53,00;;527,90;;2012,00;cito;;;44,00;;40,00;;534,40;;2011,00;cito;;;41,00;;37,00;;535,10;;;;;;-32,45;0,09;0,06;0,0%;0,0%;0,0%;0,8%;3,9%;2,6%;1,0%;7,5%;0,8%;0,0%;6,7%;0,0%;6,7%;0,5%;2,1%;94,20;-0,43;-0,21;-0,22;533,13;-0,88;532,25
03EE;0,00;Basisschool De Reynaert;Hulst;2013,00;cito;;;14,00;;13,00;;537,00;;2012,00;cito;;;12,00;;12,00;;538,10;;2011,00;cito;;;11,00;;11,00;;531,80;;;;;;20,58;0,13;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,30;0,35;0,19;0,17;534,77;0,67;535,45
03EH;0,00;De Wereldweide/Het Noordermerk;Wezep;2013,00;cito;;;18,00;;15,00;;529,50;;2012,00;cito;;;14,00;;9,00;;535,60;;2011,00;cito;;;12,00;;9,00;;537,20;;;;;;23,64;0,12;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,3%;3,8%;0,0%;75,00;-0,30;0,28;-0,57;535,13;-2,34;532,79
03EI;0,00;o.b.s. Usquert;Usquert;2013,00;cito;;;6,00;;6,00;;536,90;;2012,00;cito;;;16,00;;16,00;;535,80;;2011,00;cito;;;15,00;;15,00;;526,40;;;;;;14,31;0,10;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;2,5%;0,0%;100,00;-0,26;0,28;-0,54;535,13;-2,20;532,93
03EJ;0,00;o.b.s. De Smeltkroes-1e opvang onderwijs anderst;Aalden;2013,00;andere;;;-1,00;;-1,00;;;;2012,00;anders;;;-1,00;;-1,00;;;;2011,00;lvs;1998 midden;2002 midden;6,00;6,00;6,00;6,00;56,50;118,40;;;;;9,77;0,09;0,74;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,26;-1,27;1,53;528,83;6,23;535,05
03ES;0,00;basisschool De Rijnschans;Koudekerk aan den Rijn;2013,00;cito;;;8,00;;8,00;;542,90;;2012,00;cito;;;9,00;;9,00;;536,80;;2011,00;cito;;;11,00;;11,00;;540,10;;;;;;18,49;0,04;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,0%;4,1%;0,0%;0,0%;2,0%;0,0%;0,0%;0,0%;1,0%;100,00;1,43;0,53;0,91;536,14;3,70;539,84
03ET;0,00;openbare basisschool De Tamboerijn;Nieuwveen;2013,00;cito;;;2,00;;2,00;;;;2012,00;cito;;;10,00;;10,00;;530,80;;2011,00;cito;;;5,00;;4,00;;;;;;;;23,79;0,04;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;94,12;-0,94;0,57;-1,51;536,34;-6,14;530,20
03EU;0,00;Openbare basisschool De Winde;Nootdorp;2013,00;cito;;;39,00;;37,00;;535,10;;2012,00;cito;;;42,00;;41,00;;536,60;;2011,00;cito;;;48,00;;47,00;;534,90;;;;;;8,15;0,03;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;3,3%;0,0%;1,8%;0,8%;0,0%;1,8%;0,5%;1,8%;2,3%;0,0%;96,90;0,33;0,34;-0,01;535,40;-0,04;535,36
03EV;0,00;Basisschool De Klimop;Reusel;2013,00;cito;;;27,00;;28,00;;530,20;;2012,00;cito;;;20,00;;20,00;;538,40;;2011,00;cito;;;19,00;;18,00;;537,00;;;;;;21,69;0,03;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,5%;0,0%;100,00;0,33;0,55;-0,22;536,23;-0,90;535,33
03FH;0,00;O.B.S. De Schutse;Maasland;2013,00;cito;;;12,00;;12,00;;529,40;;2012,00;cito;;;25,00;;25,00;;534,70;;2011,00;cito;;;16,00;;16,00;;534,10;;;;;;22,63;0,06;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;1,5%;0,0%;2,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,29;0,37;-0,66;535,51;-2,70;532,81
03FJ;0,00;OBS De Hazelmuis;Stolwijk;2013,00;cito;;;32,00;;32,00;;532,50;;2012,00;cito;;;42,00;;43,00;;533,90;;2011,00;cito;;;29,00;;29,00;;532,80;;;;;;24,12;0,22;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;100,00;-0,23;-0,13;-0,10;533,48;-0,41;533,07
03FQ;0,00;o.b.s. De Holm;Den Andel;2013,00;cito;;;8,00;;8,00;;534,70;;2012,00;cito;;;6,00;;6,00;;517,00;;2011,00;cito;;;6,00;;6,00;;533,50;;;;;;5,63;0,11;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-1,44;0,18;-1,61;534,73;-6,56;528,16
03FS;0,00;Basisschool Hartenaas;Grave;2013,00;cito;;;12,00;;12,00;;539,90;;2012,00;cito;;;21,00;;21,00;;532,80;;2011,00;cito;;;23,00;;20,00;;535,20;;;;;;12,54;0,01;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;29,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;94,64;0,38;0,26;0,12;535,06;0,48;535,54
03FT;0,00;o.b.s. De Borgh;Zuidhorn;2013,00;cito;;;33,00;;33,00;;538,20;;2012,00;cito;;;38,00;;38,00;;539,40;;2011,00;cito;;;30,00;;30,00;;536,90;;;;;;29,67;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;100,00;1,02;0,79;0,23;537,21;0,95;538,17
03FU;0,00;O.B.S. Aremberg;Zwartsluis;2013,00;cito;;;27,00;;27,00;;537,00;;2012,00;cito;;;24,00;;24,00;;535,80;;2011,00;cito;;;26,00;;23,00;;535,90;;;;;;17,18;0,14;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,5%;0,5%;0,0%;0,0%;0,0%;1,1%;0,5%;0,0%;96,10;0,49;0,06;0,42;534,26;1,72;535,98
03GD;0,00;de Nederlandse Hervomde Basisschool De Lelie;Driebruggen;2013,00;cito;;;20,00;;20,00;;536,40;;2012,00;cito;;;12,00;;12,00;;537,50;;2011,00;cito;;;11,00;;11,00;;532,10;;;;;;24,60;0,08;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,32;0,45;-0,13;535,85;-0,55;535,31
03GE;0,00;Prinses Margrietschool;Rotterdam;2013,00;cito;;;24,00;;24,00;;526,60;;2012,00;cito;;;19,00;;19,00;;526,20;;2011,00;cito;;;29,00;;29,00;;528,40;;;;;;-46,82;0,22;0,21;0,0%;0,0%;0,0%;0,0%;5,8%;5,2%;1,0%;3,1%;0,5%;0,5%;10,5%;0,0%;8,4%;0,0%;1,6%;100,00;-1,71;-1,23;-0,48;528,99;-1,94;527,05
