BEVOEGD GEZAG NUMMER;BRIN NUMMER;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES
41396;11RJ;Christelijke Basisschool Juliana;Koningin Emmalaan;45;4141 EA;LEERDAM;Zuid-Holland;0545;LEERDAM;Protestants-Christelijk;0345614317;www.cbsjuliana.nl;Koningin Emmalaan;45;4141 EA;LEERDAM
41396;12ZT;Basisschool de Tamboerijn;Westerstraat;3;4201 GT;GORINCHEM;Zuid-Holland;0512;GORINCHEM;Protestants-Christelijk;0183632465;www.tamboerijn.nl;Westerstraat;3;4201 GT;GORINCHEM
41396;13KS;Samen Onderweg;Stalkaarsen;17-A;4205 PG;GORINCHEM;Zuid-Holland;0512;GORINCHEM;Protestants-Christelijk;0183622856;www.cbs-samenonderweg.nl;Stalkaarsen;17-A;4205 PG;GORINCHEM
41396;23CC;Protestants Christelijk Basisonderwijs De Regenboog;Albertine Kehrerstraat;7;4207 MV;GORINCHEM;Zuid-Holland;0512;GORINCHEM;Protestants-Christelijk;0183620541;www.regenboog-gorinchem.nl;Albertine Kehrerstraat;7;4207 MV;GORINCHEM
41401;03FJ;Openbare Basisschool De Hazelmuis;Bilwijkerweg;6-B;2821 SB;STOLWIJK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182341720;www.dehazelmuis.nl;Bilwijkerweg;6-B;2821 SB;STOLWIJK
41401;06AZ;Basisschool Flora;Baken;19;2931 RP;KRIMPEN AAN DE LEK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0180521928;                                                                                ;Baken;19;2931 RP;KRIMPEN AAN DE LEK
41401;08EU;Basisschool De Kromme Draai;Den Hoeff;49;2865 XR;AMMERSTOL;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182352607;www.dekrommedraai.nl;Den Hoeff;49;2865 XR;AMMERSTOL
41401;08FF;Koningin Emmaschool;Jan Kortlandstraat;9;2871 DA;SCHOONHOVEN;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182383105;www.koningin-emmaschool.nl;Jan Kortlandstraat;9;2871 DA;SCHOONHOVEN
41401;08GF;Basisschool Prinses Irene;Klaverstraat;1;2931 TL;KRIMPEN AAN DE LEK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0180516956;www.pr-ireneschool.nl;Klaverstraat;1;2931 TL;KRIMPEN AAN DE LEK
41401;08IN;De Schakel;Kerkweg;82;2935 AK;OUDERKERK AAN DEN IJSSEL;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0180681994;                                                                                ;Kerkweg;82;2935 AK;OUDERKERK AAN DEN IJSSEL
41401;10BH;Openbare Basisschool De Vlieger;Voltastraat;2;2871 ZN;SCHOONHOVEN;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182380978;                                                                                ;Voltastraat;2;2871 ZN;SCHOONHOVEN
41401;10DY;Openbare Basisschool Vlisterstroom;Grote Haven;2-C;2851 BM;HAASTRECHT;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182501349;                                                                                ;Grote Haven;2-C;2851 BM;HAASTRECHT
41401;10EC;De Kranepoort;J. Huurmanlaan;8;2831 XT;GOUDERAK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182372855;www.onderwijsprimair.nl/obs-de-kranepoort;J. Huurmanlaan;8;2831 XT;GOUDERAK
41401;10TC;Openbare Basisschool de Polsstok;Prins Bernhardstraat;40;2825 BE;BERKENWOUDE;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182362540;www.de polsstok.nl;Prins Bernhardstraat;40;2825 BE;BERKENWOUDE
41401;13UJ;Basisschool Koningin Wilhelmina;Koninginneweg;7;2941 XH;LEKKERKERK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0180661763;www.kwschool.net;Postbus;2510;2940 AA;LEKKERKERK
41401;13XT;Basisschool Prins Bernhard;Schuwacht;216;2941 EK;LEKKERKERK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0180661717;                                                                                ;Schuwacht;216;2941 EK;LEKKERKERK
41401;14BC;Het Schateiland;Jan Ligthartstraat;96;2941 SE;LEKKERKERK;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0180662616;                                                                                ;Postbus;2537;2940 AA;LEKKERKERK
41401;18DU;Basisschool Kiezel en Kei;Bloemengaarde;41;2861 VM;BERGAMBACHT;Zuid-Holland;1931;KRIMPENERWAARD;Openbaar;0182351480;www.kiezelenkei.nl;Bloemengaarde;41;2861 VM;BERGAMBACHT
41431;03ES;Openbare School De Rijnschans;Prinses Margrietstraat;2;2396 XD;KOUDEKERK AAN DEN RIJN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0713412836;www.rijnschans.nl;Prinses Margrietstraat;2;2396 XD;KOUDEKERK AAN DEN RIJN
41431;03ET;De Tamboerijn;Conradpark;18;2441 AG;NIEUWVEEN;Zuid-Holland;0569;NIEUWKOOP;Openbaar;0172539502;www.obsdetamboerijn.nl;Conradpark;18;2441 AG;NIEUWVEEN
41431;04HD;Basisschool De Corbulo;Westeindseweg;1-B;2381 EA;ZOETERWOUDE;Zuid-Holland;0638;ZOETERWOUDE;Openbaar;0715801443;www.xs4all.nl/~corbulo1;Westeindseweg;1-B;2381 EA;ZOETERWOUDE
41431;06AM;Openbare Basisschool De Springplank;Sportparklaan;5;2391 AX;HAZERSWOUDE-DORP;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172589890;                                                                                ;Sportparklaan;5;2391 AX;HAZERSWOUDE-DORP
41431;08FQ;Openbare Basisschool JPF Steyaert;Joseph Haydnlaan;1;2394 GJ;HAZERSWOUDE-RIJNDIJK;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0713412742;www.steijaertschool.nl;Joseph Haydnlaan;1;2394 GJ;HAZERSWOUDE-RIJNDIJK
41431;08GW;Openbare Basisschool De Populier;Populierenhof;10;2771 DG;BOSKOOP;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172215074;www.obsdepopulier.nl;Populierenhof;10;2771 DG;BOSKOOP
41431;13TX;Het Palet;Javastraat;5;2405 CS;ALPHEN AAN DEN RIJN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172472380;www.obs-palet.nl;Javastraat;5;2405 CS;ALPHEN AAN DEN RIJN
41431;13XG;Openbare Basisschool Het Startblok;Liszthof;92;2402 GS;ALPHEN AAN DEN RIJN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172420794;                                                                                ;Liszthof;92;2402 GS;ALPHEN AAN DEN RIJN
41431;14DU;Hobbitburcht;Batenstein;18;2403 PH;ALPHEN AAN DEN RIJN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172437748;www.hobbitburcht.nl;Batenstein;18;2403 PH;ALPHEN AAN DEN RIJN
41431;15ED;De Kameleon;Havixhorst;252;2402 MZ;ALPHEN AAN DEN RIJN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172442868;www.obsdehorsten.nl;Havixhorst;252;2402 MZ;ALPHEN AAN DEN RIJN
41431;18EB;Basisschool Esselyckerwoude;Emmalaan;47-49;2481 BA;WOUBRUGGE;Zuid-Holland;1884;KAAG EN BRAASSEM;Openbaar;0172518749;www.esselyckerwoude.nl;Emmalaan;47-49;2481 BA;WOUBRUGGE
41431;18EH;Basisschool;Christinastraat;38;2731 EZ;BENTHUIZEN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0793318422;www.arnoldusvanos.nl;Christinastraat;38;2731 EZ;BENTHUIZEN
41431;18IE;Basisschool De Zilveren Maan;Ladderhaak;1;2421 NK;NIEUWKOOP;Zuid-Holland;0569;NIEUWKOOP;Openbaar;0172520065;www.obsdezilverenmaan.nl;Ladderhaak;1;2421 NK;NIEUWKOOP
41431;23RJ;De Wereldwijzer;De Oude Wereld;59;2408 NV;ALPHEN AAN DEN RIJN;Zuid-Holland;0484;ALPHEN AAN DEN RIJN;Openbaar;0172424404;www.dewereldwijzer.nl;De Oude Wereld;59;2408 NV;ALPHEN AAN DEN RIJN
41439;04QQ;Basisschool Het Fundament School met de Bijbel;Verduinstraat;8;4243 JZ;NIEUWLAND;Zuid-Holland;0707;ZEDERIK;Protestants-Christelijk;0183352224;www.hetfundamentnieuwland.nl;Verduinstraat;8;4243 JZ;NIEUWLAND
41439;04RF;Het Kompas;Gregoriuslaan;40;4128 SZ;LEXMOND;Zuid-Holland;0707;ZEDERIK;Protestants-Christelijk;0347341237;www.kompaslexmond.nl;Gregoriuslaan;40;4128 SZ;LEXMOND
41439;05OF;Rehobothschool;Schoolstraat;4;3371 AW;HARDINXVELD-GIESSENDAM;Zuid-Holland;0523;HARDINXVELD-GIESSENDAM;Protestants-Christelijk;0184612942;www.rehobothschool.nl;Postbus;127;3370 AC;HARDINXVELD-GIESSENDAM
41439;05QT;Christelijke Basisschool De Rank;Blommendaal;6;4231 DC;MEERKERK;Zuid-Holland;0707;ZEDERIK;Protestants-Christelijk;0183351387;www.cbsderankmeerkerk.nl;Postbus;52;4230 BB;MEERKERK
41439;05TB;Protestants Christelijke Basisschool Noach;Kerkweg;3-A;4145 MP;SCHOONREWOERD;Zuid-Holland;0545;LEERDAM;Protestants-Christelijk;0345641515;www.noachschool.nl;Kerkweg;3-A;4145 MP;SCHOONREWOERD
41439;07JM;De Kandelaar;Meidoornlaan;2;4233 CN;AMEIDE;Zuid-Holland;0707;ZEDERIK;Protestants-Christelijk;0183601601;www.dekandelaarameide.nl;Meidoornlaan;2;4233 CN;AMEIDE
41439;07KZ;School Met De Bijbel;Pleinstraat;13-A;4126 RT;HEI- EN BOEICOP;Zuid-Holland;0707;ZEDERIK;Protestants-Christelijk;0345641312;WWW.smdbhb.nl;Pleinstraat;13-A;4126 RT;HEI- EN BOEICOP
41439;09BX;Ichthusschool;Pauwtjesmolen;55-A;3371 RL;HARDINXVELD-GIESSENDAM;Zuid-Holland;0523;HARDINXVELD-GIESSENDAM;Protestants-Christelijk;0184613929;www.cbsichthushardinxveld.nl;Pauwtjesmolen;55-A;3371 RL;HARDINXVELD-GIESSENDAM
41441;12EX;Basisschool 't Prisma;Generaal Vetterstraat;40;2283 LK;RIJSWIJK ZH;Zuid-Holland;0603;RIJSWIJK;Openbaar;0703907149;www.hetprisma.nl;Generaal Vetterstraat;40;2283 LK;RIJSWIJK ZH
41441;12WB;Basisschool Steenvoorde;Dr Poelslaan;4;2285 VD;RIJSWIJK ZH;Zuid-Holland;0603;RIJSWIJK;Openbaar;0703940760;www.steenvoordeschool.nl;Dr Poelslaan;4;2285 VD;RIJSWIJK ZH
41441;13HM;Basisschool Wethouder Brederode;Goedendorplaan;3;2286 MV;RIJSWIJK ZH;Zuid-Holland;0603;RIJSWIJK;Openbaar;0703931745;www.brederodeschool.nl;Goedendorplaan;3;2286 MV;RIJSWIJK ZH
41441;13QZ;Parkschool;Poptahof Noord;448;2624 RZ;DELFT;Zuid-Holland;0503;DELFT;Openbaar;0152612195;www.parkschooldelft.nl;Poptahof Noord;448;2624 RZ;DELFT
41441;13YL;Freinetschool Delft voor Openbaar Basisonderwys;Loevesteinplaats;8;2613 LE;DELFT;Zuid-Holland;0503;DELFT;Openbaar;0152132674;www.freinetschooldelft.nl;Loevesteinplaats;8;2613 LE;DELFT
41441;14MR;Basisschool de Eglantier;Ina Boudier-Bakkerstraat;2;2624 NX;DELFT;Zuid-Holland;0503;DELFT;Openbaar;0152564208;www.eglantierdelft.nl;Ina Boudier-Bakkerstraat;2;2624 NX;DELFT
41441;15IE;Montessorischool Jan Vermeer;Maria Duystlaan;2;2612 SR;DELFT;Zuid-Holland;0503;DELFT;Openbaar;0152134603;www.jan-vermeer.nl;Maria Duystlaan;2;2612 SR;DELFT
41441;15NM;OBS S Carmiggelt;Fuutlaan;13;2623 MX;DELFT;Zuid-Holland;0503;DELFT;Openbaar;0152610409;www.simoncarmiggeltschool.nl;Fuutlaan;13;2623 MX;DELFT
41441;15PZ;o.b.s. De Eglantier Tanthof;Derde Werelddreef;29;2622 HB;DELFT;Zuid-Holland;0503;DELFT;Openbaar;0152617650;www.eglantierdelft.nl;Derde Werelddreef;29;2622 HB;DELFT
41444;09FD;Openbare Basisschool De Schelf;Vlasstraat;3;3295 TM;'S-GRAVENDEEL;Zuid-Holland;0585;BINNENMAAS;Openbaar;0786731813;www.deschelf.nl;Postbus;5239;3295 ZJ;'S-GRAVENDEEL
41444;09ZS;Basisschool De Boemerang;Kreekstraat;1;3293 AB;MOOKHOEK;Zuid-Holland;0617;STRIJEN;Openbaar;0786731249;www.obsboemerang.nl;Kreekstraat;1;3293 AB;MOOKHOEK
41444;10BC;Openbare Basisschool Juliana;Zweedsestraat;11-B;3295 EK;'S-GRAVENDEEL;Zuid-Holland;0585;BINNENMAAS;Openbaar;0786734326;www.obsjuliana.nl;Zweedsestraat;11-B;3295 EK;'S-GRAVENDEEL
41444;11GH;OBS De Meerwaarde;Diepenhorstweg;1-A;3291 GJ;STRIJEN;Zuid-Holland;0617;STRIJEN;Openbaar;0786742344;www.obsdemeerwaarde.nl;Diepenhorstweg;1-A;3291 GJ;STRIJEN
41444;12DU;Openbare Basisschool de Zevensprong;W. van Vlietstraat;2;3262 GM;OUD-BEIJERLAND;Zuid-Holland;0584;OUD-BEIJERLAND;Openbaar;0186614705;www.de-zevensprong.nl;W. van Vlietstraat;2;3262 GM;OUD-BEIJERLAND
41444;12MN;Basisschool de Blieken;Klaverbladstraat;1;3286 VR;KLAASWAAL;Zuid-Holland;0611;CROMSTRIJEN;Openbaar;0186579220;www.blieken.nl;Klaverbladstraat;1;3286 VR;KLAASWAAL
41444;12NG;De Eendragt;Johan Berkstraat;31;3284 XD;ZUID-BEIJERLAND;Zuid-Holland;0588;KORENDIJK;Openbaar;0186661404;                                                                                ;Johan Berkstraat;31;3284 XD;ZUID-BEIJERLAND
41444;12UP;Basisschool De Dubbeldekker;Buttervliet;2;3281 LK;NUMANSDORP;Zuid-Holland;0611;CROMSTRIJEN;Openbaar;0186681363;www.obsdedubbeldekker.nl;Postbus;7485;3280 AG;NUMANSDORP
41444;12VH;'t Kraaienest;Koningin Wilhelminastr;5;3265 BH;PIERSHIL;Zuid-Holland;0588;KORENDIJK;Openbaar;0186691661;www.kraaienestschool.nl;Koningin Wilhelminastr;5;3265 BH;PIERSHIL
41444;13AS;Basisschool de Takkenbosse;Roerdompsingel;6;3281 JH;NUMANSDORP;Zuid-Holland;0611;CROMSTRIJEN;Openbaar;0186652355;                                                                                ;Roerdompsingel;6;3281 JH;NUMANSDORP
41444;13AY;Openbare Basisschool de Tandem;Weegpad;13;3262 CL;OUD-BEIJERLAND;Zuid-Holland;0584;OUD-BEIJERLAND;Openbaar;0186618314;www.tandem-oudbeijerland.nl;Weegpad;13;3262 CL;OUD-BEIJERLAND
41444;13BG;Onder de Wieken;Achterstraat;5;3264 AB;NIEUW-BEIJERLAND;Zuid-Holland;0588;KORENDIJK;Openbaar;0186692208;                                                                                ;Achterstraat;5;3264 AB;NIEUW-BEIJERLAND
41444;13GW;De Gouwaert;Nicolaas van Puttenstr;20;3267 AN;GOUDSWAARD;Zuid-Holland;0588;KORENDIJK;Openbaar;0186691400;www.gouwaert.nl;Nicolaas van Puttenstr;20;3267 AN;GOUDSWAARD
41444;13VG;Het Anker;Heyne van Althenastraat;2;3274 CD;HEINENOORD;Zuid-Holland;0585;BINNENMAAS;Openbaar;0186602255;www.obs-hetanker.nl;Heyne van Althenastraat;2;3274 CD;HEINENOORD
41444;13YT;Burgemeester van Bommelschool;van Galenstraat;9;3274 LV;HEINENOORD;Zuid-Holland;0585;BINNENMAAS;Openbaar;0186603130;www.bommelschool.nl;van Galenstraat;9;3274 LV;HEINENOORD
41444;14BZ;De Boomgaard;Elisabeth van Loonstraat;19;3271 BB;MIJNSHEERENLAND;Zuid-Holland;0585;BINNENMAAS;Openbaar;0186602760;                                                                                ;Elisabeth van Loonstraat;19;3271 BB;MIJNSHEERENLAND
41444;14FA;Het Driespan;Singel;3;3297 BS;PUTTERSHOEK;Zuid-Holland;0585;BINNENMAAS;Openbaar;0786763807;                                                                                ;Singel;3;3297 BS;PUTTERSHOEK
41444;14KH;De Vlashoek;Munnikendijk;14-B;3273 LE;WESTMAAS;Zuid-Holland;0585;BINNENMAAS;Openbaar;0186571236;                                                                                ;Munnikendijk;14-B;3273 LE;WESTMAAS
41444;14MW;Openbare Basisschool de Pijler;Fazant;1;3299 BS;MAASDAM;Zuid-Holland;0585;BINNENMAAS;Openbaar;0786761445;www.basisschooldepijler.nl;Fazant;1;3299 BS;MAASDAM
41447;03NT;Rooms Katholieke Basisschool De Regenboog;Rouboslaan;12;2252 TR;VOORSCHOTEN;Zuid-Holland;0626;VOORSCHOTEN;Rooms-Katholiek;0715615743;www.rkderegenboog.nl;Rouboslaan;12;2252 TR;VOORSCHOTEN
41447;03TQ;Basisschool Essesteijn;Elzendreef;4;2272 EB;VOORBURG;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Algemeen bijzonder;0703873527;www.essesteijn.nl;Elzendreef;4;2272 EB;VOORBURG
41447;05DM;Maerten vd Veldeschool;Doctor van Noortstraat;90;2266 HA;LEIDSCHENDAM;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0715801667;www.maertenvandenvelde.nl;Doctor van Noortstraat;90;2266 HA;LEIDSCHENDAM
41447;06LU;Basisschool Pius X;Heeswijkstraat;2;2275 EE;VOORBURG;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0703904104;www.piusxvoorburg.nl;Heeswijkstraat;2;2275 EE;VOORBURG
41447;08NI;Basisschool De Lusthof;Lusthofstraat;7;2271 XV;VOORBURG;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0703860872;www.lusthofschool.nl;Lusthofstraat;11;2271 XV;VOORBURG
41447;09KZ;Rooms Katholieke Basisschool Emmaus;Elstlaan;4;2252 LC;VOORSCHOTEN;Zuid-Holland;0626;VOORSCHOTEN;Rooms-Katholiek;0715615451;www.rk-emmaus.nl;Elstlaan;4;2252 LC;VOORSCHOTEN
41447;09MH;Basisschool St Maartens;Wijkerlaan;10;2271 EP;VOORBURG;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0703861352;www.sintmaartensschool.nl;Wijkerlaan;10;2271 EP;VOORBURG
41447;10VD;Openbare Basisschool de Margriet;Dobbelaan;9;2262 EA;LEIDSCHENDAM;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Openbaar;0703273823;www.obs-demargriet.nl;Dobbelaan;9;2262 EA;LEIDSCHENDAM
41447;11JD;De Wegwijzer;de Tol;251;2266 EE;LEIDSCHENDAM;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Openbaar;0703275243;www.dewegwijzerschool.nl;de Tol;251;2266 EE;LEIDSCHENDAM
41447;12NO;Openbare Dalton Basisschool de Tandem;Leenkamp;7-9;2264 KW;LEIDSCHENDAM;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Openbaar;0703279315;www.detandem.nl;Leenkamp;7-9;2264 KW;LEIDSCHENDAM
41447;12UO;Professor Casimirschool;Van Deventerlaan;16;2271 TX;VOORBURG;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Openbaar;0703008304;www.profcasimirschool.nl;Van Deventerlaan;16;2271 TX;VOORBURG
41447;13AR;De Parachute;Van Lodensteijnstraat;6;2274 TZ;VOORBURG;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Openbaar;0703850739;www.deparachute.nl;Van Lodensteijnstraat;6;2274 TZ;VOORBURG
41447;20UO;Roomskatholieke Basisschool De Springplank;Prinsenhof;4-B;2263 EV;LEIDSCHENDAM;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0703276225;www.atbdespringplank.nl;Prinsenhof;4-B;2263 EV;LEIDSCHENDAM
41447;20UU;Roomskatholieke Basisschool Maria Bernadette;Van Ruysdaellaan;91;2264 TA;LEIDSCHENDAM;Zuid-Holland;1916;LEIDSCHENDAM-VOORBURG;Rooms-Katholiek;0703274014;www.marberna.nl;Van Ruysdaellaan;91;2264 TA;LEIDSCHENDAM
41447;26PX;De Walvis;Eendenplein;5;2492 NZ;'S-GRAVENHAGE;Zuid-Holland;0518;S GRAVENHAGE;Rooms-Katholiek;0703206705;www.bsdewalvis.nl;Eendenplein;5;2492 NZ;'S-GRAVENHAGE
41454;06DO;Protestants Christelijke Basisschool Pieter van der Plas School;Harry Hoekstraat;1;2291 SK;WATERINGEN;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174292303;www.pvdplas.nl;Harry Hoekstraat;1;2291 SK;WATERINGEN
41454;07LZ;Christelijke Basisschool De Hoeksteen;Fazantlaan;4;2675 XT;HONSELERSDIJK;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174624402;www.bshoeksteen.nl;Fazantlaan;4;2675 XT;HONSELERSDIJK
41454;09PI;Basisschool Het Kompas;Trompstraat;5;2676 XH;MAASDIJK;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174512628;www.hetkompas.net;Trompstraat;5;2676 XH;MAASDIJK
41454;09YS;Christelijke Basisschool Rehoboth;Hoefblad;13;2671 WX;NAALDWIJK;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174625271;www.rehobothbasisschool.nl;Postbus;91;2670 AB;NAALDWIJK
41454;10JN;Basisschool De Groene Oase;Doelstraat;48;3155 AJ;MAASLAND;Zuid-Holland;1842;MIDDEN-DELFLAND;Protestants-Christelijk;0105911033;www.degroeneoase.nl;Doelstraat;48;3155 AJ;MAASLAND
41454;10NA;De Blinkerd;Hazelaarstraat;46;2681 TD;MONSTER;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174212449;www.blinkerd.pcpow.nl;Hazelaarstraat;46;2681 TD;MONSTER
41454;10RA;Christelijke Basisschool de Ouverture;Sibelius;1;2671 VV;NAALDWIJK;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174628927;www.ouverture.nl;Sibelius;1;2671 VV;NAALDWIJK
41454;11CD;Prins Willem Alexanderschool;Van Haemstedestraat;28;2678 TX;DE LIER;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174514395;www.pwadelier.nl;Van Haemstedestraat;28;2678 TX;DE LIER
41454;11OW;Koningin Julianaschool;Abel Tasmanlaan;1;2678 ER;DE LIER;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174513748;www.kjsdelier.nl;Abel Tasmanlaan;1;2678 ER;DE LIER
41454;12AA;Prins Mauritsschool;Frankenthaler;1;2678 WE;DE LIER;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174514625;www.pmsdelier.nl;Frankenthaler;1;2678 WE;DE LIER
41454;13DD;Christelijke Basisschool de Wegwijzer;Prins Bernhardstraat;28;2691 VK;'S-GRAVENZANDE;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174412018;www.cbsdww.nl;Prins Bernhardstraat;28;2691 VK;'S-GRAVENZANDE
41454;13IK;De Kameleon Christelijke Basisschool;Eikenlaan;50;2691 EE;'S-GRAVENZANDE;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174412587;www.cbsdekameleon.nl;Eikenlaan;50;2691 EE;'S-GRAVENZANDE
41454;13RX;Prins Willem Alexanderschool;Wagenmakerstraat;51;2694 BW;'S-GRAVENZANDE;Zuid-Holland;1783;WESTLAND;Protestants-Christelijk;0174416242;www.cbspwa.nl;Postbus;272;2690 AG;'S-GRAVENZANDE
41455;03FH;De Schutse;Meester Postlaan;1;3155 BM;MAASLAND;Zuid-Holland;1842;MIDDEN-DELFLAND;Openbaar;0105918857;www.schutseweb.nl;Postbus;52;3155 ZH;MAASLAND
41455;04HY;Basisschool Het Galjoen;Achterdijkshoorn;7;2635 MK;DEN HOORN ZH;Zuid-Holland;1842;MIDDEN-DELFLAND;Openbaar;0152562561;www.obshetgaljoen.nl;Achterdijkshoorn;7;2635 MK;DEN HOORN ZH
41455;05XZ;Openbare Basisschool De Vlieten;Anjer;2;2678 PB;DE LIER;Zuid-Holland;1783;WESTLAND;Openbaar;0174514258;www.vlietenschakelweb.nl;Anjer;2;2678 PB;DE LIER
41455;06BE;Willemsschool;Zilvermeeuwstraat;1;2681 TT;MONSTER;Zuid-Holland;1783;WESTLAND;Openbaar;0174212646;www.willemsschool.nl;Zilvermeeuwstraat;1;2681 TT;MONSTER
41455;06CY;Basisschool De Kijckert;Lange Spruit;88;2291 LC;WATERINGEN;Zuid-Holland;1783;WESTLAND;Openbaar;0174293116;www.dekyckert.nl;Lange Spruit;88;2291 LC;WATERINGEN
41455;18LS;Openbare Basisschool De Driekleur;van der Kest Wittensstr;3;2691 XD;'S-GRAVENZANDE;Zuid-Holland;1783;WESTLAND;Openbaar;0174526060;www.obsdedriekleur.nl;Postbus;8;2690 AA;'S-GRAVENZANDE
41455;21KE;Openbare Daltonschool Westland;de Savornin Lohmanstraat;1;2672 BB;NAALDWIJK;Zuid-Holland;1783;WESTLAND;Openbaar;0174623913;www.openbaredaltonschoolnaaldwijk.nl;de Savornin Lohmanstraat;1;2672 BB;NAALDWIJK
41456;11SI;Openbare Basisschool Valckesteyn;Emmastraat;46-44;3171 AH;POORTUGAAL;Zuid-Holland;0613;ALBRANDSWAARD;Openbaar;0105060703;www.valckesteyn.nl;Postbus;752;3170 AB;POORTUGAAL
41456;12LT;Openbare Basisschool Rhoon;Hovenier;2;3161 LG;RHOON;Zuid-Holland;0613;ALBRANDSWAARD;Openbaar;0105018669;www.obsdeoverkant.nl;Hovenier;2;3161 LG;RHOON
41487;05MJ;Basisschool Boterdorp;de Zilverspar;14;2661 AP;BERGSCHENHOEK;Zuid-Holland;1621;LANSINGERLAND;Protestants-Christelijk;0105214555;www.cbsboterdorp.nl;de Zilverspar;14;2661 AP;BERGSCHENHOEK
41487;05MM;Christelijke Basisschool De Wiekslag;IJsvogellaan;1-3;2665 ES;BLEISWIJK;Zuid-Holland;1621;LANSINGERLAND;Protestants-Christelijk;0105290399;www.cbsdewiekslag.net;IJsvogellaan;1-3;2665 ES;BLEISWIJK
41487;07LA;Prins Johan Friso Basisschool;Oudelandselaan;147;2652 ER;BERKEL EN RODENRIJS;Zuid-Holland;1621;LANSINGERLAND;Protestants-Christelijk;0105112521;www.pjfschool.nl;Oudelandselaan;147;2652 ER;BERKEL EN RODENRIJS
41487;07XI;Christelijke Basisschool De Regenboog;Eiberplein;3;2661 BP;BERGSCHENHOEK;Zuid-Holland;1621;LANSINGERLAND;Protestants-Christelijk;0105214017;www.cbsderegenboog.net;Eiberplein;3;2661 BP;BERGSCHENHOEK
41487;07XM;Christelijke Basisschool De Poort;Dorpsstraat;44;2665 BJ;BLEISWIJK;Zuid-Holland;1621;LANSINGERLAND;Protestants-Christelijk;0105212635;www.cbsdepoort.nl;Dorpsstraat;44;2665 BJ;BLEISWIJK
41487;08VK;Prins Willem Alexanderschool;Chrysantenhof;18;2651 XK;BERKEL EN RODENRIJS;Zuid-Holland;1621;LANSINGERLAND;Protestants-Christelijk;0105112043;www.pwabasisschool.nl;Chrysantenhof;18;2651 XK;BERKEL EN RODENRIJS
