BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;ADMINISTRATIEKANTOORNUMMER;SOORT PRIMAIR ONDERWIJS
82981;Stichting Vrije School Michael;E de Boer-Van Rijkln;24;1403 GD;BUSSUM;1942;GOOISE MEREN;Antroposofisch;0356931967;www.vrijeschoolmichael.nl;Postbus;344;1400 AH;BUSSUM;722;BO
83019;Ver. bevordering Chr. Onderw. te Bruinisse;Molenstraat;46;4311 ED;BRUINISSE;1676;SCHOUWEN-DUIVELAND;Protestants-Christelijk;0111482121;                                                                                ;Postbus;110;4310 AC;BRUINISSE;413;BO
83136;Vereniging voor Chr. Onderwijs te Eemdijk;Vaartweg;5;3754 NA;EEMDIJK;0313;BUNSCHOTEN;Protestants-Christelijk;          ;www.smdb-eemdijk.nl;Vaartweg;5;3754 NA;EEMDIJK;638;BO
83149;Ver. van Scholen met de Bijbel 'Dr. G. van Goor';Koningin Wilhelminastr;1;3751 DD;BUNSCHOTEN-SPAKENBURG;0313;BUNSCHOTEN;Protestants-Christelijk;0334951659;www.pco-bunschoten.nl;Postbus;83;3750 GB;BUNSCHOTEN-SPAKENBURG;706;BO
83163;Stg. Katholiek/Interconfess. (RK/PC) Onderwijs 'Sint Bavo';Baan;47;2012 DC;HAARLEM;0392;HAARLEM;Rooms-Katholiek;0235125900;www.stichtingsintbavo.nl;Postbus;3375;2001 DJ;HAARLEM;706;BO + SBO + SO + VSO
83189;Stichting Speciaal Onderwijs Twente en Oost Gelderland;Schoollaan;3;7271 NS;BORCULO;1859;BERKELLAND;Rooms-Katholiek;0545372259;www.sotog.nl;Postbus;58;7270 AB;BORCULO;722;SO + VSO
83201;Ver. tot St. en Instandhouding van Scholen met den Bijbel;Nieuwevaart;11;5161 AN;SPRANG-CAPELLE;0867;WAALWIJK;Protestants-Christelijk;0416315390;www.pcbsdebron.nl;Nieuwevaart;11;5161 AN;SPRANG-CAPELLE;606;BO
83228;Stichting Christelijk Onderwijs Delft e.o.;Vulcanusweg;263-G;2624 AV;DELFT;0503;DELFT;Protestants-Christelijk;0152154880;www.scodelft.nl;Postbus;2924;2601 CX;DELFT;696;BO
83267;Vereniging voor Protestants Christelijk Basisonderwijs te Lutten;Gouden Regenstraat;21;7775 AX;LUTTEN;0160;HARDENBERG;Protestants-Christelijk;0523682508;                                                                                ;Gouden Regenstraat;21;7775 AX;LUTTEN;715;BO
83280;Stichting Kindante, leren leren, leren leven;Arendstraat;10;6135 KT;SITTARD;1883;SITTARD-GELEEN;Samenwerking Opb., PC, RK, Alg;0464363366;www.kindante.nl;Postbus;5156;6130 PD;SITTARD;   ;BO + SBO + SO + VSO
83579;Stichting Hervormde Scholen de Drieslag;Lange Voren;88;3773 AS;BARNEVELD;0203;BARNEVELD;Protestants-Christelijk;0342478243;www.dedrieslag.nl;Lange Voren;88;3773 AS;BARNEVELD;638;BO
83656;Vereniging 'een School met de Bijbel';Zuiderzeestraatweg Oost;62;8081 LD;ELBURG;0230;ELBURG;Protestants-Christelijk;0525681789;www.pwa-oostendorp.nl;Zuiderzeestraatweg Oost;62;8081 LD;ELBURG;638;BO
83696;Ver. Prot.-Christ. Onderwijs te Holten;Schoolstraat;9;7451 EV;HOLTEN;1742;RIJSSEN-HOLTEN;Protestants-Christelijk;0548366160;www.deregenboog-holten.nl;Schoolstraat;9;7451 EV;HOLTEN;715;BO
83786;Vereniging voor Christelijk Onderwijs Instituut Coolsma;Coolsmalaan;5;3971 KW;DRIEBERGEN-RIJSENBURG;1581;UTRECHTSE HEUVELRUG;Protestants-Christelijk;0343513735;www.cbscoolsma.nl;Coolsmalaan;5;3971 KW;DRIEBERGEN-RIJSENBURG;706;BO
83864;Vereniging 'Een School met de Bijbel';Dubbelsteynlaan West;54;3319 EL;DORDRECHT;0505;DORDRECHT;Protestants-Christelijk;0786214437;www.scholenvanoranje.nl;Postbus;9041;3301 AA;DORDRECHT;136;BO
83968;Vereniging Hervormde Scholen Ede;Horapark;3;6717 LZ;EDE GLD;0228;EDE;Protestants-Christelijk;0318675159;www.hervormdescholenede.nl;Postbus;8040;6710 AA;EDE GLD;606;BO
84046;Ver. v. Prot.-Christ. Onderw. te Eerbeek;T.M.C. Asserstraat;28;6961 XB;EERBEEK;0213;BRUMMEN;Protestants-Christelijk;0313651796;www.de-enk-eerbeek.nl;Postbus;157;6960 AD;EERBEEK;744;BO
84151;Stg. v. Spec. Onderw. op Geref. Grondsl. in Zeeland;Coxstraat;9;4421 DC;KAPELLE;0678;KAPELLE;Protestants-Christelijk;          ;www.samuel.pcnweb.nl;Postbus;99;4420 AC;KAPELLE;165;SBO + SO + VSO
84202;Stg. Chr. Spec.-/Voortg. Ond. vd Noordoostpolder en omgeving;Europalaan;148;8303 GM;EMMELOORD;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527612545;www.zonnebloemschool.nl;Europalaan;148;8303 GM;EMMELOORD;706;SO + VSO
84215;Ver. tot Stg. en Instandh. van een School met de Bijbel;Stationsweg;87;8166 KA;EMST;0232;EPE;Protestants-Christelijk;0578661288;www.schoolmetdebijbel-emst.nl;Stationsweg;87;8166 KA;EMST;638;BO
84332;Ver. voor P.C. Basisonderwijs, 'Rehoboth' te Frieschepalen e;De Kolk;1;9249 MC;FRIESCHEPALEN;0086;OPSTERLAND;Protestants-Christelijk;0512302600;www.pcborehoboth.nl;De Kolk;1;9249 MC;FRIESCHEPALEN;780;BO
84411;Vereniging Jenaplanschool Gouda;Scholenpad;4;2804 RW;GOUDA;0513;GOUDA;Algemeen bijzonder;0182546744;www.carrousel.nl;Postbus;8040;6710 AA;EDE GLD;606;BO
84423;Ver. Prot. Christ. Onderwijs Garderen/Stroe/Kootwijkerbroek;Puurveenseweg;31;3774 PH;KOOTWIJKERBROEK;0203;BARNEVELD;Protestants-Christelijk;0342440390;                                                                                ;Puurveenseweg;31;3774 PH;KOOTWIJKERBROEK;606;BO
84463;Stichting 'Tobiasschool Amsterdam';Rietwijkerstraat;55;1059 VX;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0205797295;www.tobiasschool.nl;Rietwijkerstraat;55;1059 VX;AMSTERDAM;401;SBO
84489;Stichting Freinetschool Heiloo;Boekenstein;43;1852 WS;HEILOO;0399;HEILOO;Algemeen bijzonder;0725321585;www.elckerlyc-heiloo.nl;Sokkerwei;2;1901 KZ;CASTRICUM;401;BO
84515;Stichting voor Spec. Onderwijs en Voortgezet Speciaal Onderw;Verlengde Parkweg;47-B;6717 GL;EDE GLD;0228;EDE;Algemeen bijzonder;0318665266;www.rehobothoz.nl;Postbus;560;6710 BN;EDE GLD;165;SBO + SO + VSO
84567;Stichting 'De Nieuwe Kring';Prinses Beatrixlaan;156-C;1111 GH;DIEMEN;0384;DIEMEN;Algemeen bijzonder;0206400982;www.denieuwekring.nl;Postbus;9853;1006 AN;AMSTERDAM;222;BO
84579;Ver. Herv. Sch.gem. voor Prot.-Chr. Ond. te Genem.;Taghof;2;8281 NA;GENEMUIDEN;1896;ZWARTEWATERLAND;Protestants-Christelijk;0383856625;                                                                                ;Postbus;142;8280 AC;GENEMUIDEN;638;BO
84787;Vereniging voor Evangelisatie 'Het Mosterdzaadje';Oranjeweg;116;8166 JD;EMST;0232;EPE;Protestants-Christelijk;          ;www.cbshetmosterdzaadje.nl;Oranjeweg;116;8166 JD;EMST;165;BO
84801;Stichting Vrije School Amersfoort;Romeostraat;74;3816 SE;AMERSFOORT;0307;AMERSFOORT;Antroposofisch;0334727622;www.vrijeschoolamersfoort.nl;Romeostraat;74;3816 SE;AMERSFOORT;722;BO
84827;Ver. Prot.-Chr. Bas.onderwijs te Sprang-Capelle/Kaatsheuvel;Willem de Zwijgerstraat;29;5161 HB;SPRANG-CAPELLE;0867;WAALWIJK;Protestants-Christelijk;0416273311;www.cbderank.nl;Willem de Zwijgerstraat;29;5161 HB;SPRANG-CAPELLE;606;BO
85048;De Capelse Schoolvereniging;Alkenlaan;91;2903 EB;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Algemeen bijzonder;0104505808;www.decsv.nl;Postbus;194;2900 AD;CAPELLE AAN DEN IJSSEL;606;BO
85217;Stichting Samenwerkingsscholen Kop van Noord-Holland;Grotewallerweg;3-12;1742 NM;SCHAGEN;0441;SCHAGEN;Algemeen bijzonder;0224274555;www.stichtingsurplus.nl;Postbus;394;1740 AJ;SCHAGEN;213;BO
85255;Salomo, Stichting voor Christ. Primair Onderw. Z-Kennemerlan;Garenkokerskade;19;2013 AJ;HAARLEM;0392;HAARLEM;Protestants-Christelijk;0237078380;www.salomoscholen.nl;Postbus;2018;2002 CA;HAARLEM;136;BO + SBO
85256;Stichting Yulius Onderwijs;Kromhout;170;3311 RJ;DORDRECHT;0505;DORDRECHT;Algemeen bijzonder;0884056401;www.yulius.nl;Kromhout;170;3311 RJ;DORDRECHT;   ;SO + VSO
85269;Stichting Speciaal Onderwijs De Zwengel;Carillonlaan;3;5261 LT;VUGHT;0865;VUGHT;Rooms-Katholiek;0736847060;www.dezwengel.nl;Postbus;2214;5260 CE;VUGHT;947;SO + VSO
85321;Stichting voor Christelijk Spec. Basisonderwijs Sneek eo;Kaatsland;5-B;8608 CX;SNEEK;1900;SUDWEST-FRYSLAN;Protestants-Christelijk;0515414110;www.sbo-sudwester.nl;Postbus;487;8600 AL;SNEEK;   ;SBO
85476;Stg. voor Christelijk Onderw. Harderwijk-Hierden;Veldkamp;33;3843 BG;HARDERWIJK;0243;HARDERWIJK;Protestants-Christelijk;0341431479;www.vco-harderwijk.nl;Postbus;188;3840 AD;HARDERWIJK;696;BO
85502;Ver. School met de Bijbel Stg./Instandh. Sch. Chr. Ond.;Hobbemastraat;1;3372 XG;HARDINXVELD-GIESSENDAM;0523;HARDINXVELD-GIESSENDAM;Protestants-Christelijk;0184612345;www.regenboog-hardinxveld.nl;Hobbemastraat;1;3372 XG;HARDINXVELD-GIESSENDAM;136;BO
85581;Onderwijsstichting De Wijnberg;Postweg;88;5915 HB;VENLO;0983;VENLO;Rooms-Katholiek;0773217650;www.dewijnberg.nl;Postbus;242;5900 AE;VENLO;136;SO + VSO
85600;Stichting 'Ieder kind telt' Chr. Prim. Onderw. Hellendoorn;Jacob van Houtestraat;4;7442 NC;NIJVERDAL;0163;HELLENDOORN;Protestants-Christelijk;0548616513;www.iederkindtelt.nl;Postbus;59;7440 AB;NIJVERDAL;722;BO + SBO
85775;Sticht. Epilepsie Instellingen Nederland;Achterweg;5;2103 SW;HEEMSTEDE;0397;HEEMSTEDE;Protestants-Christelijk;0235588000;www.dewaterlelie.net;Postbus;540;2130 AM;HOOFDDORP;   ;SO + VSO
86035;Ver. voor PCBO in Wijnjewoude, onder de naam Votum Nostrum;Welfingstrjitte;5;9241 GM;WIJNJEWOUDE;0086;OPSTERLAND;Protestants-Christelijk;0516481700;www.votumnostrum.nl;Postbus;21;9240 AA;WIJNJEWOUDE;780;BO
86464;Ver. voor Prot.-Chr. Onderwijs 'Het Mosterdzaadje';'t Hoog;18-B;4221 LM;HOOGBLOKLAND;0689;GIESSENLANDEN;Protestants-Christelijk;0183562057;                                                                                ;Postbus;80;3360 AB;SLIEDRECHT;136;BO
86724;Stg. voor Onderwijs van het Kerkgenootsch. Zev.-Dags Adv.;Prins Alexanderweg;1-A;3712 AD;HUIS TER HEIDE UT;0355;ZEIST;Algemeen bijzonder;0306931819;www.cbsoudzandbergen.nl;Prins Alexanderweg;1-A;3712 AD;HUIS TER HEIDE UT;706;BO
86802;Ver. v. Prot.-Chr. Basisond. te Hulshorst;Hoefslag;18;8077 SZ;HULSHORST;0302;NUNSPEET;Protestants-Christelijk;0341451534;www.beatrixschoolhulshorst.nl;Hoefslag;18;8077 SZ;HULSHORST;638;BO
86971;Stichting voor PCSO en VSO voor Kampen en omstreken;Marinus Postlaan;1-A;8264 PB;KAMPEN;0166;KAMPEN;Protestants-Christelijk;0383312427;www.trimarankampen.nl;Marinus Postlaan;1-A;8264 PB;KAMPEN;780;SBO + SO + VSO
87205;Ver. ter Bev. Ger. Schoolond. te Kockengen;Schoolweg;1;3628 BG;KOCKENGEN;1904;STICHTSE VECHT;Protestants-Christelijk;0346241418;www.dewegwijzerkockengen.nl;Scholekster;4;3628 CG;KOCKENGEN;136;BO
87920;Ver. tot Stg. en Instandhoud. van Scholen md Bijbel Lunteren;Hertenlaan;8;6741 BH;LUNTEREN;0228;EDE;Protestants-Christelijk;0318571968;www.smdb-lunteren.nl;Postbus;131;6740 AC;LUNTEREN;606;BO
87998;Ver. School met de Bijbel Maartensdijk;Prinses Irenelaan;14;3738 VK;MAARTENSDIJK;0310;DE BILT;Protestants-Christelijk;0346211765;www.smdbmaartensdijk.nl;Prinsenlaan;2-A;3738 VE;MAARTENSDIJK;165;BO
88674;Ver. Bevordering Christelijk Schoolonderwijs Neerlangbroek;Sandenburgerlaan;4;3941 ME;DOORN;1581;UTRECHTSE HEUVELRUG;Protestants-Christelijk;0343414629;                                                                                ;Sandenburgerlaan;4;3941 ME;DOORN;165;BO
88752;Ver. Protestants-Christelijk Basisonderwijs te Nieuwendijk;Hasselmanstraat;1;4255 HL;NIEUWENDIJK NB;0870;WERKENDAM;Protestants-Christelijk;0183402222;www.regenboognieuwendijk.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
88791;Vereniging School met de Bijbel;Schoolstraat;34;4306 CH;NIEUWERKERK;1676;SCHOUWEN-DUIVELAND;Reformatorisch;0111641452;                                                                                ;Schoolstraat;34;4306 CH;NIEUWERKERK;165;BO
89012;Ver. tot Stg. en Instandh. van Scholen met de Bijbel N'loos;Singel;2;4225 PV;NOORDELOOS;0689;GIESSENLANDEN;Protestants-Christelijk;0183581266;www.smdbnoordeloos.nl;M. Trappenburgstraat;40;4225 RN;NOORDELOOS;606;BO
89155;Hervormde Schoolvereniging te Nijkerk;Zandoogje;1;3863 HS;NIJKERK GLD;0267;NIJKERK;Protestants-Christelijk;0332470317;www.hsn-scholen.nl;Zandoogje;1;3863 HS;NIJKERK GLD;706;BO
89532;Vereniging voor Christ. Nat. Schoolond.;Schiksweg;12;8097 SG;OOSTERWOLDE GLD;0269;OLDEBROEK;Protestants-Christelijk;0525621300;www.cnsdewegwijzer.nl;Schiksweg;12;8097 SG;OOSTERWOLDE GLD;165;BO
89571;Ver. Basisond. op Reform. Grondsl. te Oostkapelle;Vlaamse Gaai;2;4356 DC;OOSTKAPELLE;0717;VEERE;Reformatorisch;0118581388;                                                                                ;Vlaamse Gaai;2;4356 DC;OOSTKAPELLE;165;BO
90130;Vereniging tot het Verstrekken van Onderwijs op Reformatorische Grondslag;Elzenstraat;16;5306 XM;BRAKEL;0297;ZALTBOMMEL;Reformatorisch;0418672707;                                                                                ;Elzenstraat;16;5306 XM;BRAKEL;165;BO
90169;Vereniging voor Protestants Christelijk Onderwijs Putten;Boekweitstraat;24;3882 GN;PUTTEN;0273;PUTTEN;Protestants-Christelijk;0341361126;www.pcoputten.nl;Postbus;176;3880 AD;PUTTEN;606;BO
90351;Ver. Verstr. Basisonderwijs Reform. Gronslag Rilland-Bath;Swaanhilstraat;15;4411 BL;RILLAND;0703;REIMERSWAAL;Reformatorisch;0113551597;www.zandbaan.nl;Swaanhilstraat;15;4411 BL;RILLAND;165;BO
90637;Ver. Stg. Herv. Schol. op Geref. Grondsl. te Rouveen;Korte Kerkweg;25;7954 GC;ROUVEEN;0180;STAPHORST;Protestants-Christelijk;          ;www.triangel-rouveen.nl;Korte Kerkweg;25;7954 GC;ROUVEEN;638;BO
91079;Vereniging Stichting Instandhouding School met de Bijbel;Schuineslootweg;85;7777 RJ;SCHUINESLOOT;0160;HARDENBERG;Protestants-Christelijk;0523683053;www.cnbswegwijzer.nl;Schuineslootweg;85;7777 RJ;SCHUINESLOOT;715;BO
91118;Christelijke Gereformeerde Schoolvereniging Sliedrecht;Scheldelaan;15;3363 CK;SLIEDRECHT;0610;SLIEDRECHT;Protestants-Christelijk;0184421212;                                                                                ;Scheldelaan;15;3363 CK;SLIEDRECHT;165;BO
91456;Ver. tot stg. en inst.houding Scholen met de Bijbel;Nieuwe Veer;90;2959 AM;STREEFKERK;1927;MOLENWAARD;Reformatorisch;0184681120;www.smdbstreefkerk.nl;Nieuwe Veer;90;2959 AM;STREEFKERK;165;BO
92067;Ver. t/h Verstr. van Sch.ond. op Reformatorische Grondslag;Duivenwal-west;301;3905 AV;VEENENDAAL;0345;VEENENDAAL;Reformatorisch;0318553733;www.calvijnschoolveenendaal.nl;Postbus;873;3900 AW;VEENENDAAL;165;BO
92210;Vereniging voor Protestants Christ. Basisonderw. Vinkeveen;Pijlstaartlaan;1;3645 GR;VINKEVEEN;0736;DE RONDE VENEN;Protestants-Christelijk;0297265092;www.schakelvinkeveen.nl;Pijlstaartlaan;1;3645 GR;VINKEVEEN;136;BO
92626;'Nederlandse Hervormde Schoolvereniging';Kerkenkamp;2;8191 TA;WAPENVELD;0246;HEERDE;Protestants-Christelijk;          ;www.bsdegoedeherder.nl;Klapperdijk;35;8191 AC;WAPENVELD;638;BO
92639;Ver. tot Stg. en Inst.houding van Scholen met de Bijbel;Flessenbergerweg;39;8191 LH;WAPENVELD;0246;HEERDE;Protestants-Christelijk;0384478649;www.vanmaasschool.nl;Postbus;21;8190 AA;WAPENVELD;638;BO
92899;Christ. Ver. voor Primair Onderwijs op Terschelling;Duinweg Hoorn;1;8896 KK;HOORN TERSCHELLING;0093;TERSCHELLING;Protestants-Christelijk;0562448787;www.basisonderwijsterschelling.nl;Duinweg Hoorn;1;8896 KK;HOORN TERSCHELLING;948;BO
92951;Vereniging Scholen met de Bijbel Wierden-Enter;De Savornin Lohmanstraat;2;7642 XK;WIERDEN;0189;WIERDEN;Protestants-Christelijk;0546579466;www.smdb-wierden-enter.nl;Postbus;40;7640 AA;WIERDEN;722;BO
93419;Ver. tot Stg. en Instandhoud. Scholen met Bijbel Woudenberg;John F. Kennedylaan;6;3931 XK;WOUDENBERG;0351;WOUDENBERG;Protestants-Christelijk;0332862983;www.olijfboom.school;John F. Kennedylaan;6;3931 XK;WOUDENBERG;606;BO
93445;Ver. Chr. Nat. Basisonderwijs Driesum, Wouterswoude,Damwoude;Foarwei;39;9113 PB;WALTERSWALD;1891;DANTUMADIEL;Protestants-Christelijk;0511421654;www.cnsww.nl;Foarwei;39;9113 PB;WALTERSWALD;165;BO
93744;Stichting Bartiméus Sonneheerdt;Driebergsestraatweg;44;3941 ZX;DOORN;1581;UTRECHTSE HEUVELRUG;Protestants-Christelijk;0343526855;www.bartimeus.nl;Postbus;340;3940 AH;DOORN;706;SO + VSO
94108;Ver. tot sticht. en instandh. van een School met de Bijbel;Vornstraat;4;5305 EJ;ZUILICHEM;0297;ZALTBOMMEL;Protestants-Christelijk;0418672847;www.smdbzuilichem.nl;Vornstraat;4;5305 EJ;ZUILICHEM;606;BO
94251;Stg. Nutsscholen v. Kleuter-/ Lager Onderwijs Aalst-Waalre;Anemonelaan;2;5582 GC;WAALRE;0866;WAALRE;Algemeen bijzonder;0402233038;www.basisschool-demeent.nl;Anemonelaan;2;5582 GC;WAALRE;606;BO
94316;Schoolvereniging Aerdenhout-Bentveld;Mr. H. Enschedeweg;22;2111 EB;AERDENHOUT;0377;BLOEMENDAAL;Algemeen bijzonder;0235441852;www.basisschoolsab.nl;Mr. H. Enschedeweg;22;2111 EB;AERDENHOUT;098;BO
94433;Stichting Geert Groote School;Fred. Roeskestraat;82;1076 ED;AMSTERDAM;0363;AMSTERDAM;Antroposofisch;0206750419;www.geertgrooteschool.nl;Postbus;75754;1070 AT;AMSTERDAM;401;BO
94459;Stichting Nieuwe Schoolvereniging;Van de Veldestraat;3-II;1071 CW;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;          ;                                                                                ;Van de Veldestraat;3-II;1071 CW;AMSTERDAM;222;BO
94771;Stichting Beverwijkse Montessori Scholen;Laan van Blois;100;1943 MN;BEVERWIJK;0375;BEVERWIJK;Algemeen bijzonder;0251227069;www.montessoribeverwijk.nl;Laan van Blois;100;1943 MN;BEVERWIJK;223;BO
94797;Bloemendaalse Schoolvereniging;Lage Duin en Daalseweg;17;2061 BB;BLOEMENDAAL;0377;BLOEMENDAAL;Algemeen bijzonder;0235256205;www.debsv.nl;Lage Duin en Daalseweg;17;2061 BB;BLOEMENDAAL;098;BO
95135;Delftsche Schoolvereeniging;Koningsplein;83;2611 XG;DELFT;0503;DELFT;Algemeen bijzonder;0703978639;www.dsv-delft.nl;Koningsplein;83;2611 XG;DELFT;136;BO
95148;Stichting Deventer en Almelose Montessorischolen;Andriessenplein;22;7425 GX;DEVENTER;0150;DEVENTER;Algemeen bijzonder;0570782402;www.stichtingdam.nl;Andriessenplein;22;7425 GX;DEVENTER;744;BO
95395;Stg. Inst. van Opvoeding Ingesteld Door Van Kinsbergen;Arent toe Boecoplaan;41;8081 VZ;ELBURG;0230;ELBURG;Algemeen bijzonder;0525681295;www.vankinsbergenschool.nl;Arent toe Boecoplaan;41;8081 VZ;ELBURG;606;BO
95421;Enschedese Schoolvereniging;Tichelweg;7;7523 AL;ENSCHEDE;0153;ENSCHEDE;Algemeen bijzonder;0534311000;www.esv-school.nl;Tichelweg;7;7523 AL;ENSCHEDE;722;BO
95460;Dr. A. van Voorthuysen Stichting;Prinses Marijkestraat;10;8162 BB;EPE;0232;EPE;Algemeen bijzonder;0578612159;www.vdreijdenschool.nl;Prinses Marijkestraat;10;8162 BB;EPE;715;SBO
95655;School Ver. Neutraal Bijzonder Onderwijs Casimir;Groeneweg;27;2801 ZA;GOUDA;0513;GOUDA;Algemeen bijzonder;0182519706;www.casimirschool.nl;Groeneweg;27;2801 ZA;GOUDA;136;BO
95681;Schoolvereniging Wolters;Utenbroekestraat;2;2597 PH;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703242630;www.basisschool-wolters.nl;Utenbroekestraat;2;2597 PH;'S-GRAVENHAGE;098;BO
95694;Stichting Haagsche Schoolvereeniging;Tarwekamp;3;2592 XG;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703837730;www.hsvdenhaag.nl;Tarwekamp;3;2592 XG;'S-GRAVENHAGE;136;BO + SBO
95746;Vereniging Montessorischool Waalsdorp;Utenbroekestraat;6;2597 PH;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703247420;www.waalsdorp.nl;Utenbroekestraat;6;2597 PH;'S-GRAVENHAGE;942;BO
95785;Stichting Vrijescholen ZW Nederland;Waalsdorperweg;12;2597 JB;'S-GRAVENHAGE;0518;S GRAVENHAGE;Antroposofisch;0703244300;www.devrijeschooldenhaag.nl;Waalsdorperweg;12;2597 JB;'S-GRAVENHAGE;401;BO
95863;Stichting Het Poortje Jeugdinrichtingen;Hoogeweg;9-9A;9746 TN;GRONINGEN;0014;GRONINGEN;Algemeen bijzonder;0508514666;www.hetpoortje.nu;Postbus;70013;9704 AA;GRONINGEN;   ;SO + VSO
95954;De Haarlemse Montessorischool;Louise de Colignylaan;3;2012 SR;HAARLEM;0392;HAARLEM;Algemeen bijzonder;0235281624;                                                                                ;Louise de Colignylaan;3;2012 SR;HAARLEM;706;BO
96240;Stg. Orthopedagogisch Centrum De Ambelt;Herfterlaan;39;8026 RC;ZWOLLE;0193;ZWOLLE;Algemeen bijzonder;0384532074;www.ambelt.nl;Herfterlaan;39;8026 RC;ZWOLLE;715;SO + VSO
96266;Hilversumse Schoolvereniging;Frans Halslaan;70;1213 BM;HILVERSUM;0402;HILVERSUM;Algemeen bijzonder;0356245076;www.hsv1909.nl;Frans Halslaan;70;1213 BM;HILVERSUM;744;BO
96292;Godelinde Schoolvereniging;Mozartlaan;6;1217 CN;HILVERSUM;0402;HILVERSUM;Algemeen bijzonder;0356242220;www.godelindeschoolhilversum.nl;Mozartlaan;6;1217 CN;HILVERSUM;706;BO
96409;Vereniging De Flevoschool te Huizen;Bovenlangewijnseweg;4;1272 BX;HUIZEN;0406;HUIZEN;Algemeen bijzonder;0355253410;www.flevoschool.nl;Bovenlangewijnseweg;4;1272 BX;HUIZEN;744;BO
96617;Eerste Leidse Schoolvereniging;P.C. Hooftlaan;12;2332 AX;LEIDEN;0546;LEIDEN;Algemeen bijzonder;0715166600;www.eersteleidseschool.nl;P.C. Hooftlaan;12;2332 AX;LEIDEN;098;BO
96864;Ver. v. Prot.-Chr. Basisond. te Nij Beets;Gietersewei;4;9245 HK;NIJ BEETS;0086;OPSTERLAND;Protestants-Christelijk;0512461830;www.arke-nijbeets.nl;Gietersewei;4;9245 HK;NIJ BEETS;780;BO
97137;De Kralingsche School;Rozenburglaan;27;3062 EB;ROTTERDAM;0599;ROTTERDAM;Algemeen bijzonder;0104526689;www.kralingscheschool.nl;Postbus;4027;3006 AA;ROTTERDAM;706;BO
97176;Ver. De v. Oldenbarneveltsch. v. Neutr. Bijz. Ond.;Jagthuisstraat;14;3022 PR;ROTTERDAM;0599;ROTTERDAM;Algemeen bijzonder;0102447125;www.oldenbarneveltschool.nl;Jagthuisstraat;14;3022 PR;ROTTERDAM;136;BO
97358;Stichting 'van der Huchtscholen';Paulus Potterlaan;13;3761 AT;SOEST;0342;SOEST;Algemeen bijzonder;0356037664;www.vanderhucht.nl;Postbus;3248;3760 DE;SOEST;706;BO
97917;Stichting Jan Ligthartgroep Tilburg;Piushaven;6;5017 AN;TILBURG;0855;TILBURG;Algemeen bijzonder;0134630300;www.janligthartgroeptilburg.nl;Postbus;1185;5004 BD;TILBURG;401;BO
98190;Wageningse Schoolvereniging;Oude Eekmolenweg;30;6706 AP;WAGENINGEN;0289;WAGENINGEN;Algemeen bijzonder;0317413395;www.brinkschool.nl;Oude Eekmolenweg;30;6706 AP;WAGENINGEN;606;BO
98229;VSO ZMOK de Sprengen Scholing & Training;Groteweg;5-13;8191 JS;WAPENVELD;0246;HEERDE;Algemeen bijzonder;0578692280;                                                                                ;Postbus;6;8190 AA;WAPENVELD;954;VSO
98255;Vereniging Montessorischool Wassenaar;Zanderijpad;10;2242 GW;WASSENAAR;0629;WASSENAAR;Algemeen bijzonder;0705113388;www.montessorischoolwassenaar.nl;Zanderijpad;10;2242 GW;WASSENAAR;606;BO
98398;Ver. tot Opr. en Instandhoud. van een Neutraal Bijz. School;Oudendijk;62-A;4285 WL;WOUDRICHEM;0874;WOUDRICHEM;Algemeen bijzonder;0183303349;www.bsoudendijk.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
98463;Zeister Schoolvereeniging;Verlengde Slotlaan;13;3707 CA;ZEIST;0355;ZEIST;Algemeen bijzonder;          ;                                                                                ;Verlengde Slotlaan;13;3707 CA;ZEIST;706;BO
98489;Stichting De Zeister Vrije School;Socrateslaan;22;3707 GL;ZEIST;0355;ZEIST;Algemeen bijzonder;0306920777;www.zeistervrijeschool.nl;Postbus;185;7620 AD;BORNE;722;BO
99594;Ver. Protestants-Christelijk Basisonderwijs te Vroomshoop;Klimop;1;7681 HD;VROOMSHOOP;1700;TWENTERAND;Protestants-Christelijk;0546641805;www.cbsnieuwoord.nl;Klimop;1;7681 HD;VROOMSHOOP;715;BO
